type_compte,anciennete_compte,age_client,statut_professionnel,revenus_mensuels,region,montant_transaction,type_transaction,categorie_marchand,pays_transaction,heure_transaction,jour_semaine,mode_paiement,nb_trans_24h,montant_total_24h,nb_pays_24h,distance_trans_precedente,temps_depuis_derniere_trans,montant_moyen_30j,ratio_montant_moyen,auth_3d_secure,ip_match_pays,appareil_connu,nb_tentatives_echouees,score_risque_marchand,is_fraud,annee_transaction,mois_transaction
0,90.19,57.60067470206238,3,3104.68,3,100.1,0,0,6,4,6,0,1.0,187.78,1,15.28,590.16,850.49,0.1176997034228554,1,1,1,0.0,6.0,0,2023,3
1,54.57,36.69341599563795,2,1967.76,11,46.33,3,1,6,20,3,4,2.0,109.59,1,12.79,608.09,591.58,0.0783207034205156,1,1,0,2.0,3.0,0,2023,9
0,74.14,51.1021244411347,5,3365.08,8,40.75,0,6,6,21,4,0,3.0,425.22,1,4.21,1229.85,162.7,0.2504714654106029,1,1,1,1.0,1.0,0,2023,1
0,156.88,49.63655417580401,2,2248.59,0,74.52,0,6,6,9,0,4,1.0,17.87,1,4.86,608.55,478.6,0.1557150912331475,0,1,1,2.0,5.0,0,2023,1
3,65.93,45.005129810666496,3,4416.66,6,172.25,1,8,6,13,5,0,1.0,53.11,2,26.14,466.42,684.75,0.2515522876487659,1,1,1,0.0,3.0,0,2023,6
3,20.34,39.21546644015277,1,3619.69,8,110.65,0,4,6,15,1,2,6.0,1216.27,1,16.46,817.69,552.72,0.2001879932887118,0,1,1,0.0,5.0,0,2023,4
1,25.35,45.90351302565814,1,4051.58,6,145.46,2,1,6,8,4,0,5.0,119.06,3,26.23,664.65,1435.11,0.1013611977173774,0,1,1,0.0,2.0,0,2023,1
3,62.3,60.01362296048847,2,2479.31,11,90.0,2,1,6,12,1,2,1.0,60.02,1,32.94,865.13,404.28,0.2226216772011138,1,1,1,0.0,1.0,0,2023,10
0,39.31,51.07879873214125,2,2099.82,4,48.58,1,4,6,15,6,0,1.0,20.29,1,17.3,832.23,765.71,0.0634411895891527,1,1,1,0.0,2.0,0,2023,10
0,23.08,36.27357408393199,4,606.22,0,46.66,4,1,6,9,5,2,1.0,90.92,1,17.3,680.49,136.59,0.3416287588435056,0,1,1,0.0,3.0,0,2023,1
3,50.03,65.25983540284935,3,3899.66,5,31.03,4,1,5,21,5,3,1.0,45.33,1,31.99,1576.31,1449.44,0.0214089879815943,1,1,1,0.0,3.0,0,2023,11
3,43.4,41.535640757228,3,3111.9,11,78.82,1,7,6,20,3,4,2.0,197.25,1,17.3,788.64,734.52,0.1073021161794652,1,1,0,0.0,2.0,0,2023,1
2,52.18,66.98353446546862,0,4600.89,0,168.48,1,7,6,20,4,4,4.0,504.34,1,44.42,1438.83,1593.11,0.1057556260762842,1,1,1,0.0,1.0,0,2023,12
3,38.09,39.55852181303341,0,6375.5,8,933.08,0,8,9,14,4,2,6.0,5224.91,3,5101.95,68.36,5516.16,0.1691539265599985,0,1,0,7.0,6.0,1,2023,5
1,75.13,30.025129383059276,3,4238.42,1,105.05,2,1,6,19,1,4,0.0,0.0,1,17.3,1002.71,874.38,0.1201423477010896,0,1,1,0.0,10.0,0,2023,11
1,88.07,28.42444412872603,3,3127.59,3,41.07,1,8,6,8,4,2,1.0,28.58,2,12.2,613.03,663.26,0.0619170069647137,1,1,1,0.0,2.0,0,2023,10
0,79.95,48.25559942703215,1,2014.46,0,207.95,1,8,6,16,1,0,4.0,1.62,2,8.76,204.41,661.98,0.3141381748615313,1,1,1,0.0,6.0,0,2023,1
3,62.38,40.63635429617036,0,1499.38,7,68.25,4,1,6,18,1,0,2.0,246.63,1,18.91,1349.76,408.04,0.167267163431916,1,1,1,1.0,4.0,0,2023,3
3,31.33,74.23730258893643,2,2043.36,7,159.19,3,1,6,1,5,1,3.0,244.51,1,12.94,871.77,307.0,0.5185468351019026,0,1,1,0.0,4.0,0,2023,10
0,33.78,18.0,3,3885.2,1,147.48,4,1,6,12,0,2,1.0,121.65,1,22.93,906.01,817.19,0.1804677816473309,1,1,1,0.0,3.0,0,2023,3
3,85.09,26.080103148658,0,4863.5,9,80.86,1,3,6,21,3,4,5.0,127.61,1,17.3,935.73,884.98,0.0671951507121149,1,0,1,0.0,3.0,0,2023,12
0,59.27,74.03996473330334,1,4957.49,6,131.47,0,7,0,13,5,0,1.0,41.54,1,9.09,822.48,1690.69,0.0777632469873051,0,1,1,0.0,2.0,0,2023,9
0,119.67,37.954849367177765,3,3365.08,0,200.33,4,1,6,21,1,4,2.0,25.5,2,22.15,881.94,1075.56,0.1862533543165942,1,1,0,0.0,2.0,0,2023,7
0,71.52,57.30748929196738,2,1659.08,8,50.98,2,1,6,19,2,0,4.0,336.54,1,19.99,1531.8,522.25,0.097614120514044,1,0,1,0.0,2.0,0,2023,8
0,40.35,59.741366641570266,2,2724.5,9,168.1,3,1,6,21,2,2,1.0,23.56,1,4.14,562.5,981.6,0.1712454587755246,1,1,1,0.0,2.0,0,2023,1
0,75.73,63.32851532867207,1,5215.03,11,132.49,2,1,6,0,5,3,1.0,11.24,1,82.13,887.45,884.98,0.0690968419126365,1,1,1,0.0,8.0,0,2023,10
0,63.61,37.0179994687775,1,4884.19,11,65.39,2,1,6,16,6,0,2.0,82.73,1,28.26,728.02,884.98,0.0357437952610802,1,1,1,2.0,2.0,0,2023,9
3,45.3,18.0,1,5905.13,8,85.81,4,1,6,13,6,3,1.0,40.15,1,9.95,898.23,2280.51,0.037629396775645,1,1,0,0.0,3.0,0,2023,6
0,59.67,47.00856547430635,2,2837.64,7,18.72,0,8,6,13,4,3,4.0,458.76,1,44.56,595.37,521.37,0.0359003850998788,1,1,1,1.0,4.0,0,2023,8
0,31.9,49.0782286263386,2,2696.71,4,60.49,3,1,6,13,0,2,2.0,83.03,1,15.16,1145.59,710.04,0.0851917830157604,1,1,0,0.0,3.0,0,2023,9
3,61.77,39.063972421466985,5,887.71,5,108.89,0,8,3,12,6,2,4.0,869.63,1,34.02,197.89,258.74,0.4208455169200374,1,1,1,0.0,1.0,0,2023,9
2,46.05,63.501933100258135,3,4495.14,5,48.67,3,1,6,12,0,0,2.0,196.99,1,22.21,1100.06,754.15,0.0645379690182609,1,1,1,0.0,1.0,0,2023,2
3,46.56,26.851006358484607,1,1772.91,11,83.18,0,4,6,22,1,0,3.0,426.23,1,13.04,969.67,632.84,0.1314462894782134,1,1,1,0.0,2.0,0,2023,7
2,89.4,54.62420524449249,3,4585.08,0,139.14,4,1,6,6,1,2,3.0,142.14,1,12.28,929.29,1762.06,0.0789649397602017,1,1,1,0.0,6.0,0,2023,10
3,67.07,35.62342386902977,2,2822.47,0,42.87,3,1,0,13,4,2,2.0,452.73,1,44.45,626.2,725.5,0.0590836088390304,1,1,1,0.0,7.0,0,2023,9
3,51.25,35.46246801443304,2,1612.85,7,82.59,0,0,6,22,4,3,1.0,209.17,1,17.3,701.55,377.0,0.2190697857817219,1,1,1,0.0,1.0,0,2023,5
0,19.57,27.798381541612883,1,5850.47,7,65.93,3,1,6,1,5,2,1.0,201.42,1,2.85,778.97,1261.2,0.0522751575680542,1,1,1,0.0,1.0,0,2023,3
2,38.36,45.81756326345308,3,4327.06,2,66.17,0,6,6,21,6,4,4.0,310.25,1,12.95,604.37,1514.93,0.0436815521325601,1,1,1,1.0,5.0,0,2023,2
3,109.8,62.62662067482272,2,2625.03,11,111.85,2,1,6,12,4,2,0.0,0.0,1,13.69,1541.61,847.41,0.1319958659802319,1,1,1,0.0,2.0,0,2023,7
0,34.27,53.51765130180095,3,3021.65,7,65.97,1,4,6,0,3,4,3.0,55.5,1,30.14,1492.9,884.98,0.0561006402439445,1,1,1,0.0,6.0,0,2023,6
0,43.66,25.592101378650945,2,1208.75,4,34.01,0,6,6,15,0,3,1.0,87.62,1,27.0,750.07,238.72,0.1424733253709425,0,1,1,0.0,3.0,0,2023,1
3,39.84,28.90871673695572,1,4428.79,9,108.14,1,7,6,21,6,4,1.0,15.34,1,13.34,859.47,950.62,0.113756452365296,1,1,1,0.0,1.0,0,2023,9
2,38.94,48.745996556283686,0,4578.21,11,31.44,2,1,0,19,1,4,0.0,0.0,1,11.29,1221.93,1758.4,0.0178789506330871,1,1,1,1.0,1.0,0,2023,8
0,50.1,34.112711274100576,1,4338.4,6,85.44,1,7,6,14,0,2,4.0,367.44,1,92.19,926.09,1546.05,0.0552630233552002,1,0,1,0.0,8.0,0,2023,10
3,69.5,55.56455551180622,5,791.07,8,73.25,4,1,6,12,1,1,1.0,74.4,1,8.39,767.52,884.98,0.3739155249311239,1,1,1,0.0,2.0,0,2023,1
2,49.34,45.107764108626775,3,3923.06,11,82.65,0,6,6,20,3,2,4.0,438.22,1,7.05,1002.7,934.09,0.088486650485546,1,1,1,0.0,3.0,0,2023,4
3,70.25,18.0,2,2944.44,9,68.64,0,5,6,1,2,0,2.0,62.21,1,11.05,1192.2,685.18,0.1001741338828671,1,1,1,0.0,1.0,0,2023,12
0,51.54,34.69998784336283,3,3237.85,4,60.97,3,1,6,19,2,3,3.0,66.77,1,21.43,1029.4,765.01,0.0796926853937061,1,1,1,0.0,3.0,0,2023,1
0,32.98,40.586472943482846,3,4133.03,3,287.04,4,1,6,15,5,2,1.0,32.59,1,12.03,1077.1,828.49,0.3464629220008131,1,1,1,0.0,4.0,0,2023,6
0,29.03,44.36078508003846,2,2051.26,11,79.8,2,1,6,14,3,3,3.0,422.98,2,18.98,903.33,758.19,0.1052544050650023,0,1,1,1.0,2.0,0,2023,1
3,34.3,200.0,1,4688.61,6,76.82,1,3,6,13,4,3,1.0,91.69,1,17.3,447.48,1799.47,0.0426884250812858,1,1,1,0.0,3.0,0,2023,3
3,19.36,52.01177750166639,3,5201.51,7,43.67,0,5,6,15,0,0,3.0,217.08,1,17.3,1820.26,1238.37,0.0352648140483881,1,1,1,0.0,3.0,0,2023,7
0,45.51,47.72855912446767,1,3601.61,5,121.26,1,4,6,16,2,2,3.0,257.83,1,4.69,472.83,1328.34,0.0912898357736455,1,1,1,0.0,2.0,0,2023,3
0,97.57,46.40784653586271,2,1778.01,1,76.48,0,7,6,18,4,0,1.0,59.49,1,22.12,1216.33,585.26,0.1306739555579349,1,1,1,0.0,3.0,0,2023,10
0,22.96,28.20921177864537,3,4231.33,8,123.19,0,8,6,8,3,3,2.0,167.24,1,59.86,353.05,1425.68,0.0864093735047784,1,1,1,0.0,6.0,0,2023,10
1,99.66,52.57177230625487,3,2909.06,7,152.73,0,6,6,9,5,0,4.0,187.21,1,21.23,1405.38,905.74,0.1686223308396618,1,1,1,0.0,2.0,0,2023,7
0,45.01,45.592201669611256,2,2582.2,9,223.44,0,5,6,20,5,2,0.0,0.0,1,4.25,1007.87,584.39,0.3823545174429441,1,1,0,1.0,3.0,0,2023,6
3,20.33,61.824225649389135,1,7268.34,7,49.21,3,1,6,13,3,0,6.0,365.19,1,8.69,240.24,2728.08,0.0180384805094535,1,1,1,1.0,3.0,0,2023,4
0,85.01,45.07177079867656,5,627.41,11,68.71,0,6,6,6,3,2,4.0,317.2,1,10.05,1107.9,148.09,0.4639863787634192,0,1,1,0.0,3.0,0,2023,8
0,55.33,54.00947229612783,1,6310.71,11,94.27,1,8,3,19,3,0,2.0,81.88,1,8.88,1478.93,1467.79,0.0642240379997254,1,1,1,0.0,4.0,0,2023,3
0,68.71,39.28479804048606,3,3409.63,9,130.91,1,0,6,22,0,0,1.0,127.42,1,17.3,1264.79,857.56,0.152651627093213,1,1,1,0.0,3.0,0,2023,7
3,47.31,25.32819344658257,5,702.82,4,79.46,2,1,6,12,6,0,3.0,46.7,1,10.15,2192.78,266.81,0.2978196096110336,0,1,1,1.0,6.0,0,2023,3
2,81.92,72.49250841250873,2,2850.61,7,61.13,4,1,6,20,4,4,3.0,363.04,1,13.14,1067.77,888.14,0.0688306541429682,1,1,1,0.0,3.0,0,2023,3
0,62.07,36.55142090993383,1,5322.54,0,75.25,4,1,6,7,1,4,0.0,0.0,1,12.64,611.53,1810.29,0.0415687621087032,1,1,1,0.0,7.0,0,2023,11
0,103.93,29.733170810042296,3,3289.87,9,74.93,0,5,6,8,0,2,1.0,16.83,1,29.7,727.39,987.17,0.0759013060640946,1,1,1,0.0,2.0,0,2023,8
0,80.21,64.85902256011754,1,2627.36,6,82.75,1,7,6,12,1,1,0.0,0.0,2,15.02,319.92,694.34,0.1191818994921164,1,1,1,0.0,1.0,0,2023,3
3,71.0,63.987108008798174,3,3516.23,10,144.81,1,8,6,18,1,4,2.0,230.39,1,8.44,1416.53,692.2,0.2092004242576497,1,1,1,0.0,1.0,0,2023,11
2,35.27,68.45540275961858,3,4122.14,8,48.29,0,4,3,10,6,0,2.0,312.68,1,5.87,284.96,912.24,0.0529325274425772,1,1,1,0.0,3.0,0,2023,5
0,121.24,43.05518452298082,3,3417.41,5,129.2,0,6,6,20,6,2,0.0,0.0,1,6.31,455.18,1201.02,0.1075780454261933,1,1,1,0.0,2.0,0,2023,11
3,38.83,68.60154258934229,3,5227.49,3,65.23,2,1,6,18,0,4,1.0,117.78,1,4.21,986.74,808.33,0.0806925211824806,1,1,1,0.0,5.0,0,2023,9
0,135.74,49.918729075265325,3,3123.48,2,64.6,1,3,6,13,3,4,4.0,333.31,1,19.71,903.89,701.68,0.0920661513654421,1,1,1,0.0,2.0,0,2023,4
0,33.74,48.902044703744274,5,571.96,5,114.97,3,1,6,12,2,2,2.0,270.39,1,57.34,1205.33,153.05,0.751160823871334,1,1,0,0.0,4.0,0,2023,6
0,59.87,48.05658751719606,3,4871.76,5,80.75,0,0,6,19,4,2,3.0,119.67,1,29.1,373.96,1741.19,0.04637511302384,0,1,1,0.0,6.0,0,2023,8
3,121.06,32.920475796897804,1,3233.93,9,80.69,1,6,6,22,2,2,4.0,761.84,2,21.31,1472.69,988.36,0.081643600137308,1,1,1,0.0,6.0,0,2023,7
3,61.03,31.638050422940157,3,4253.06,5,82.21,3,1,8,16,0,2,3.0,42.85,1,21.46,647.64,1671.48,0.0491847800016799,1,1,1,0.0,8.0,0,2023,4
2,38.47,25.50448568127021,1,3977.44,6,110.69,1,8,6,17,6,3,1.0,101.17,1,68.04,1332.1,897.49,0.1233309593331113,0,1,1,0.0,6.0,0,2023,10
1,66.52,30.494622139300155,3,4025.76,4,88.3,3,1,6,0,2,0,1.0,80.38,1,12.44,613.41,1544.41,0.0571740528929629,1,0,0,0.0,4.0,0,2023,4
0,54.04,58.27130182256913,3,2407.29,8,68.17,3,1,6,10,5,4,3.0,449.15,1,4.28,1442.96,449.47,0.1516620566188241,1,1,1,1.0,2.0,0,2023,11
0,31.37,29.907448984111788,5,514.26,11,104.94,1,3,6,14,5,1,2.0,136.32,1,17.3,999.96,117.95,0.8896973898945133,1,1,1,0.0,3.0,0,2023,5
3,54.48,73.22262982720444,4,556.57,6,75.53,1,7,6,16,5,0,2.0,73.59,1,14.11,788.66,135.12,0.5589520867587182,0,1,1,0.0,5.0,0,2023,8
0,46.35,22.62890379869487,3,4672.55,0,56.56,0,8,6,10,3,4,1.0,82.41,1,3.01,764.04,884.98,0.0728806180466397,0,1,1,0.0,5.0,0,2023,1
0,102.44,52.23893617009991,0,4113.95,8,119.65,1,7,6,9,2,0,4.0,684.53,1,9.6,430.76,976.75,0.1224938220037702,1,1,1,0.0,2.0,0,2023,8
0,48.17,69.79784882701017,2,1972.96,11,55.64,0,7,6,9,2,0,2.0,399.38,1,17.44,725.65,767.72,0.0724729937393979,1,1,1,0.0,3.0,0,2023,3
0,69.26,18.0,3,4863.21,8,104.71,4,1,6,1,6,2,1.0,40.6,2,9.81,1325.95,1723.16,0.0607649189485984,1,1,1,1.0,3.0,0,2023,8
0,65.45,51.58330240813196,0,2145.4,7,69.9,0,1,3,10,6,2,0.0,0.0,1,26.43,616.54,554.07,0.1261527371999903,1,1,1,0.0,4.0,0,2023,5
0,72.43,64.6217130961573,2,2534.84,5,141.67,3,1,6,15,3,2,3.0,170.77,1,17.3,333.54,681.59,0.2078572391404025,0,1,1,0.0,9.0,0,2023,8
0,76.0,42.577030101061936,2,3051.5,11,109.53,1,0,6,12,3,0,2.0,13.47,1,6.54,1155.59,884.98,0.0980510396067395,1,1,1,0.0,1.0,0,2023,7
0,57.07,54.43237549908309,3,6112.54,9,38.67,2,1,6,2,3,4,1.0,78.91,1,15.75,524.53,1249.33,0.0309518547416338,1,1,1,0.0,2.0,0,2023,7
0,44.32,67.7461170761029,1,4369.13,9,39.24,4,1,6,15,6,3,2.0,187.8,2,11.72,1322.28,1258.11,0.0311889350396174,1,1,1,1.0,6.0,0,2023,7
0,75.36,27.61751869137433,1,2573.67,0,72.92,3,1,6,12,3,0,3.0,101.03,1,14.26,951.6,615.03,0.1185659459789263,1,1,1,0.0,2.0,0,2023,10
3,140.76,69.71646327032322,3,3054.99,6,120.2,3,1,6,18,0,4,1.0,107.07,1,4.12,625.53,1044.62,0.1150614159524203,0,1,1,0.0,6.0,0,2023,5
0,57.16,49.506986724627886,2,1848.06,6,116.18,1,8,6,14,0,0,0.0,0.0,2,20.49,593.79,429.97,0.2702028955254809,1,1,1,0.0,4.0,0,2023,2
0,66.09,21.978033709820465,3,3398.96,9,40.39,1,8,6,18,6,4,4.0,107.73,1,19.09,310.46,957.47,0.0421867710707384,1,1,1,0.0,1.0,0,2023,12
2,25.23,51.99529842609888,1,5276.42,1,36.46,2,1,6,19,1,2,2.0,226.55,1,9.95,1161.78,884.98,0.022459936339083,0,1,1,0.0,4.0,0,2023,9
3,42.5,36.00633111574721,3,3264.89,11,160.81,4,1,6,15,5,1,3.0,66.62,1,2.53,774.82,1049.72,0.1531968649024694,0,1,1,0.0,4.0,0,2023,12
0,37.97,36.17428268987737,5,1267.53,11,146.87,0,4,6,20,1,3,0.0,0.0,1,11.09,561.17,285.18,0.5150243608335142,0,1,0,0.0,2.0,0,2023,8
0,105.14,72.54372765529604,0,4668.4,9,121.86,0,0,6,18,1,0,0.0,0.0,1,101.33,1111.56,978.8,0.1244963568130025,1,1,1,0.0,8.0,0,2023,2
2,79.97,63.884646478420905,1,3784.7,4,91.78,3,1,7,17,5,4,3.0,169.42,2,33.31,798.72,952.64,0.0963424835915593,1,1,1,0.0,4.0,0,2023,10
0,73.2,52.209679947223314,3,3132.73,4,55.76,0,6,6,8,6,0,2.0,22.81,1,19.22,1714.2,937.3,0.0594929328400981,1,1,1,0.0,3.0,0,2023,3
2,37.81,48.12588168992804,1,3730.66,0,107.05,0,8,6,11,3,0,3.0,459.04,1,8.75,1410.32,884.98,0.1182527949350359,1,1,1,0.0,3.0,0,2023,8
3,35.49,45.93503643391711,3,4093.66,9,80.01,0,0,6,19,3,1,1.0,59.14,1,17.3,1054.21,884.98,0.0739799881314766,1,1,1,0.0,7.0,0,2023,7
2,76.36,49.83465418919442,3,3365.08,4,65.88,0,0,3,17,1,3,2.0,46.01,1,6.47,654.07,644.19,0.1022739764531241,1,1,1,0.0,5.0,0,2023,4
0,60.81,49.24822555742061,3,3195.1,4,229.24,3,1,6,19,3,0,1.0,87.53,1,8.99,687.76,898.72,0.2550773939245693,1,1,0,0.0,3.0,0,2023,2
1,47.9,22.716127361894014,1,3951.63,3,133.82,1,8,6,18,6,0,2.0,215.8,1,3.69,807.67,771.04,0.1735600738888527,1,1,0,0.0,3.0,0,2023,3
2,71.2,60.046554048021385,2,3094.39,11,57.92,0,1,5,18,2,4,0.0,0.0,1,41.52,1463.28,1067.28,0.0542658225201649,1,0,1,2.0,2.0,0,2023,9
3,97.78,33.44961719160598,1,4247.14,8,110.31,1,8,6,19,0,0,1.0,58.83,1,6.3,889.48,837.91,0.131654459071793,0,1,1,0.0,3.0,0,2023,4
0,87.5,44.87307410325492,1,4425.73,1,81.34,1,4,6,20,2,0,0.0,0.0,1,3.76,604.3,1607.59,0.0505976058483204,1,1,1,0.0,4.0,0,2023,3
3,38.51,61.06125891041798,3,4226.92,7,123.56,0,7,6,19,2,0,2.0,199.23,1,6.41,434.27,1542.03,0.0801252494162829,0,1,1,0.0,2.0,0,2023,12
0,31.01,50.88973145159689,1,3365.08,8,97.36,4,1,6,17,4,4,3.0,396.88,1,17.3,1095.91,1281.41,0.075980800452283,1,1,0,0.0,4.0,0,2023,5
0,136.2,67.73868435939295,3,3402.67,8,48.29,0,7,6,18,0,0,1.0,191.14,1,2.12,702.35,862.45,0.0559950438687571,1,1,0,1.0,1.0,0,2023,4
0,53.36,58.261601590873646,3,3096.4,1,59.62,0,0,0,20,6,0,1.0,32.02,2,20.56,1176.79,768.15,0.0776184944238416,1,1,1,0.0,2.0,0,2023,10
1,77.24,52.382279665216274,1,4467.26,9,77.85,3,1,6,19,2,2,1.0,49.75,1,14.75,744.17,1758.58,0.0442693098623026,0,1,1,0.0,3.0,0,2023,3
3,18.15,62.63588888210648,0,4221.82,8,92.76,0,6,6,21,3,4,8.0,1244.97,1,13.31,747.13,884.98,0.070858591761456,1,1,1,1.0,1.0,0,2023,5
0,77.57,81.58569030427881,3,3625.66,3,102.98,2,1,9,16,2,0,1.0,45.26,1,5.4,1318.0,884.98,0.0911687270553407,0,1,1,0.0,3.0,0,2023,12
3,96.13,31.969118791299422,5,926.76,7,94.37,3,1,6,4,2,4,1.0,19.86,1,15.12,1123.52,181.36,0.5203480430820474,1,1,1,0.0,4.0,0,2023,4
3,78.95,35.68913331169801,3,3481.62,9,91.26,0,8,6,13,5,0,2.0,27.42,1,17.3,739.17,760.47,0.1200094122014169,0,1,0,0.0,6.0,0,2023,1
2,59.58,32.94552638356234,0,4981.58,1,154.99,3,1,6,12,4,2,2.0,251.69,1,2.96,741.77,1087.86,0.1424724219284278,1,1,1,0.0,5.0,0,2023,5
0,26.39,56.83618960465207,1,5916.8,4,49.73,1,0,6,17,1,0,2.0,66.7,1,8.5,787.26,1516.05,0.0328037468504381,1,1,1,0.0,3.0,0,2023,5
0,8.06,43.224161357545874,3,4316.05,8,138.63,4,1,6,20,6,3,4.0,209.37,2,13.66,1211.97,1465.64,0.094583731591784,1,1,1,0.0,5.0,0,2023,11
0,109.32,41.76553501839605,3,3872.21,2,84.74,3,1,6,11,4,0,1.0,104.37,1,9.38,593.16,667.46,0.1269553933232659,1,1,1,0.0,4.0,0,2023,7
0,60.18,40.84052677503737,3,3640.24,9,179.75,1,2,0,11,0,2,5.0,411.71,1,32.67,733.7,884.98,0.1326405441130622,0,1,1,0.0,4.0,0,2023,2
3,59.25,42.33191728377927,3,2613.67,0,42.31,1,1,6,21,6,4,4.0,480.66,1,12.8,1640.1,884.98,0.0436515922641479,1,1,0,0.0,3.0,0,2023,3
2,84.99,56.02510694031098,3,4003.6,11,99.67,0,3,6,6,6,4,1.0,30.13,1,13.8,834.33,1309.86,0.0760938311439474,1,1,0,0.0,2.0,0,2023,8
3,28.36,37.49482553771025,5,796.73,8,133.58,2,1,0,8,3,0,4.0,62.65,1,20.46,556.35,254.45,0.5249875842204431,1,1,0,0.0,3.0,0,2023,1
0,89.99,72.90174085002866,3,6004.45,4,126.21,1,0,6,10,3,2,5.0,321.62,1,19.79,708.99,1503.63,0.0839401063451042,1,1,1,0.0,8.0,0,2023,8
0,63.09,41.10817734903897,3,2835.7,5,73.79,1,5,6,6,5,0,2.0,71.4,1,20.65,807.11,873.89,0.0844371635824989,1,1,1,1.0,1.0,0,2023,1
3,80.18,28.85687115472313,3,4824.77,0,128.17,3,1,6,9,0,2,2.0,117.99,1,16.99,1839.61,1502.98,0.0852783289130152,1,1,1,0.0,6.0,0,2023,11
2,96.37,33.49018804945048,1,3777.97,0,175.98,4,1,6,19,2,2,3.0,171.51,1,3.44,1591.02,1173.1,0.1500086654049097,1,1,1,0.0,2.0,0,2023,6
0,89.88,45.65173965331722,1,5813.99,11,85.17,2,1,7,22,1,0,3.0,218.11,1,17.3,770.39,1045.26,0.0814842570702393,0,1,1,0.0,5.0,0,2023,4
1,20.46,30.65436389800257,3,10527.03,11,4568.83,0,1,3,0,4,3,9.0,7044.08,4,8879.13,68.6,14693.94,0.3109331868426143,0,0,0,0.0,5.0,1,2023,9
0,47.13,38.55657085989298,3,3365.08,6,151.68,4,1,6,12,0,0,2.0,82.68,1,8.46,1092.81,1095.77,0.1384231571686338,1,1,1,0.0,3.0,0,2023,5
0,48.03,40.04112156673661,3,2548.38,3,116.4,2,1,7,22,5,4,0.0,0.0,1,11.26,746.26,418.16,0.2783730080411321,1,1,1,0.0,3.0,0,2023,3
2,85.88,64.4371623213524,3,4768.55,2,56.43,3,1,6,13,3,2,1.0,77.82,1,8.67,724.03,751.49,0.0750889725811572,1,1,1,0.0,3.0,0,2023,12
0,13.33,50.10466460090435,2,721.75,9,2474.54,3,1,3,4,5,1,6.0,8275.05,4,8683.94,30.12,427.59,5.787167284989865,0,0,0,6.0,7.0,1,2023,4
0,20.56,34.22711194658088,3,3056.25,0,127.89,1,7,6,12,5,0,1.0,186.76,1,63.12,815.23,527.75,0.2423275046001838,1,1,1,0.0,6.0,0,2023,8
3,30.32,47.38603098647975,2,2763.08,11,128.15,4,1,6,21,1,4,2.0,206.69,1,22.36,1359.72,884.98,0.1564767608444189,1,1,1,0.0,2.0,0,2023,7
0,43.25,18.0,3,4531.01,2,50.26,4,1,9,13,3,0,0.0,0.0,1,27.23,978.11,1083.62,0.0463834775384347,1,1,1,0.0,2.0,0,2023,3
2,198.0,46.71824913765972,0,5701.01,11,29.8,0,7,6,10,0,0,0.0,0.0,2,12.81,828.11,1009.47,0.029524961888951,1,1,0,0.0,9.0,0,2023,11
0,101.1,43.63553904217864,3,2797.96,11,212.68,1,0,6,9,6,2,4.0,464.61,1,0.85,1312.39,884.98,0.4798317067322725,1,1,0,0.0,9.0,0,2023,5
1,66.7,31.707168055806363,1,4251.8,8,31.3,1,7,6,17,4,3,1.0,23.55,1,17.3,1067.7,701.16,0.0446454738621766,1,1,1,1.0,3.0,0,2023,2
3,55.6,38.79657243642942,3,3115.13,7,114.46,1,8,6,12,2,2,0.0,0.0,1,20.6,1007.1,1174.63,0.0974426225479689,1,1,1,0.0,1.0,0,2023,3
3,90.35,48.78275113557595,3,3303.65,9,79.0,0,0,8,20,5,4,3.0,108.62,1,18.06,702.41,1034.81,0.0763421487014872,1,1,1,0.0,1.0,0,2023,11
1,91.13,47.17788043920228,3,3278.81,3,130.3,1,3,0,12,4,0,2.0,51.09,1,15.19,815.28,824.72,0.1579938520856186,1,1,1,0.0,4.0,0,2023,8
0,34.37,46.75211924896894,1,3365.08,6,30.07,3,1,0,12,1,4,4.0,159.63,1,16.13,729.64,1368.22,0.0219808670551666,1,1,1,0.0,3.0,0,2023,12
3,51.07,57.84240395072577,3,2880.11,8,78.13,0,8,6,14,0,2,2.0,42.13,2,26.06,484.72,578.51,0.1350593572988597,1,1,1,0.0,3.0,0,2023,7
0,18.26,62.68775370050763,3,4334.96,11,52.94,1,0,6,11,1,0,4.0,194.4,1,17.3,1198.62,675.83,0.0783373555773788,0,1,1,0.0,3.0,0,2023,8
0,24.94,33.0579633845133,2,2165.95,9,85.93,2,1,6,16,6,0,3.0,84.3,1,7.43,809.42,547.76,0.1568804161320721,1,1,1,0.0,1.0,0,2023,7
2,66.15,66.8718290723248,3,5152.42,1,79.02,3,1,6,11,0,0,1.0,216.3,1,14.26,1780.01,1454.09,0.0543404539456906,1,1,1,1.0,4.0,0,2023,6
1,157.19,36.586707651934205,3,3228.99,9,53.33,3,1,6,13,5,0,2.0,226.1,1,16.21,982.93,685.33,0.07781019442335,1,1,1,1.0,2.0,0,2023,12
0,69.11,76.12224274014943,3,5756.63,0,120.82,4,1,6,9,4,1,1.0,25.37,1,13.33,939.22,2172.85,0.0556055552399739,0,1,1,1.0,5.0,0,2023,12
